,location,total_sqft,bath,price,bhk
2657,Haralur Road,1243.0,2.0,46.0,2
2658,Haralur Road,1810.0,3.0,112.0,3
2659,Harlur,1508.0,2.0,77.0,2
2660,Harlur,1752.12,3.0,135.0,3
2663,Harlur,1709.0,3.0,150.0,3
2664,Harlur,1174.0,2.0,69.0,2
2665,Harlur,1033.0,2.0,49.0,2
2666,Harlur,1197.0,2.0,84.0,2
2667,Harlur,1757.0,3.0,132.0,3
2668,Harlur,1174.0,2.0,76.0,2
2669,Harlur,1754.0,3.0,125.0,3
2670,Harlur,1290.0,2.0,85.0,2
2671,Harlur,1752.12,3.0,116.0,3
2672,Harlur,1754.0,3.0,135.0,3
2673,Harlur,1754.0,3.0,124.0,3
2674,Harlur,1152.0,2.0,69.0,2
2675,Harlur,1290.0,2.0,87.0,2
2676,Harlur,1749.0,3.0,115.0,3
2677,Harlur,3385.0,4.0,260.0,4
2678,Harlur,2240.0,5.0,155.0,3
2679,Harlur,1758.0,3.0,133.0,3
2681,Harlur,1197.0,2.0,79.0,2
2682,Harlur,1174.0,2.0,78.0,2
2685,Harlur,1200.0,2.0,52.0,2
2686,Harlur,1197.0,2.0,79.0,2
2687,Harlur,1749.0,3.0,112.0,3
2688,Harlur,1174.0,2.0,75.0,2
2689,Harlur,1750.0,3.0,136.0,3
2690,Harlur,1620.0,3.0,110.0,3
2693,Harlur,1762.0,3.0,133.0,3
2694,Harlur,1756.0,3.0,131.0,3
2695,Harlur,1755.0,3.0,130.0,3
2696,Harlur,1864.0,3.0,140.0,3
2697,Harlur,1331.0,2.0,88.0,2
2698,Harlur,1752.12,3.0,133.0,3
2699,Harlur,1133.0,2.0,55.0,2
2700,Harlur,1756.0,3.0,128.0,3
2701,Harlur,1749.0,3.0,120.0,3
2702,Harlur,1197.0,2.0,82.0,2
2703,Harlur,1303.0,2.0,90.0,2
2704,Harlur,1754.0,3.0,132.0,3
2705,Harlur,1174.0,2.0,75.0,2
2706,Harlur,1756.0,3.0,134.0,3
2707,Harlur,1197.0,2.0,78.0,2
2708,Harlur,1290.0,2.0,89.9,2
2709,Harlur,1386.0,2.0,85.0,2
2710,Harlur,1174.0,2.0,74.0,2
2711,Harlur,1174.0,2.0,78.0,2
2713,Harlur,1755.0,3.0,115.0,3
2715,Harlur,2569.0,4.0,175.0,4
2717,Harlur,1197.0,2.0,77.0,2
2718,Harlur,1752.12,3.0,125.0,3
2719,Harlur,2569.0,5.0,180.0,4
2720,Harlur,1225.0,2.0,56.0,2
2721,Harlur,1197.0,2.0,76.0,2
2723,Harlur,1197.0,2.0,75.0,2
2724,Harlur,1755.0,3.0,117.0,3
2725,Harlur,1197.0,2.0,79.9,2
2726,Harlur,936.0,2.0,45.0,2
2727,Harlur,2990.0,4.0,225.0,4
2728,Harlur,1370.0,2.0,88.0,2
2729,Harlur,1335.0,2.0,72.76,2
2730,Hebbal,1760.0,2.0,123.0,3
2731,Hebbal,5611.5,4.0,477.0,4
2733,Hebbal,1349.0,2.0,98.2,2
2734,Hebbal,2483.0,5.0,212.0,4
2735,Hebbal,1760.0,2.0,130.0,3
2736,Hebbal,3450.0,5.0,260.0,3
2737,Hebbal,1920.0,3.0,134.0,3
2738,Hebbal,1337.0,2.0,82.0,2
2739,Hebbal,1349.0,2.0,98.0,2
2742,Hebbal,1790.0,3.0,127.0,3
2743,Hebbal,687.325,2.0,42.72,2
2745,Hebbal,1985.0,4.0,189.0,3
2746,Hebbal,2483.0,5.0,215.0,4
2747,Hebbal,1080.0,2.0,54.0,2
2748,Hebbal,812.0,2.0,55.0,2
2750,Hebbal,3067.0,4.0,230.0,4
2751,Hebbal,2526.0,2.0,250.0,3
2752,Hebbal,3067.0,4.0,230.0,4
2754,Hebbal,823.0,2.0,50.63,2
2755,Hebbal,1420.0,2.0,123.0,2
2757,Hebbal,1420.0,2.0,99.39,2
2758,Hebbal,4235.0,4.0,365.0,4
2759,Hebbal,1700.0,3.0,124.0,3
2760,Hebbal,3960.0,5.0,386.0,4
2761,Hebbal,1420.0,2.0,99.39,2
2763,Hebbal,1440.0,2.0,115.0,2
2764,Hebbal,1100.0,2.0,54.0,2
2766,Hebbal,2400.0,4.0,180.0,3
2768,Hebbal,1420.0,2.0,107.0,2
2769,Hebbal,1320.0,2.0,92.0,2
2770,Hebbal,919.0,2.0,49.0,2
2771,Hebbal,1645.0,3.0,135.0,3
2772,Hebbal,2080.0,3.0,175.0,3
2774,Hebbal,2483.0,5.0,230.0,4
2775,Hebbal,2600.0,3.0,195.0,3
2776,Hebbal,1645.0,3.0,117.0,3
2777,Hebbal,1251.0,2.0,88.73,2
2778,Hebbal,1645.0,3.0,121.0,3
2779,Hebbal,1760.0,3.0,123.0,3
2781,Hebbal,3960.0,5.0,386.0,4
2782,Hebbal,1645.0,3.0,120.0,3
2783,Hebbal,1255.0,2.0,90.0,3
2784,Hebbal,1645.0,3.0,117.0,3
2787,Hebbal,1636.0,3.0,119.0,3
2788,Hebbal,2661.0,2.0,226.5,3
2789,Hebbal,1255.0,2.0,95.0,3
2792,Hebbal,1255.0,2.0,95.0,3
2793,Hebbal,1088.0,2.0,61.45,2
2794,Hebbal,1349.0,2.0,97.8,2
2796,Hebbal,1344.0,2.0,108.0,2
2797,Hebbal,1255.0,2.0,90.0,3
2799,Hebbal,1138.0,2.0,110.0,2
2800,Hebbal,2790.0,5.0,204.0,4
2801,Hebbal,1088.0,2.0,62.0,2
2802,Hebbal,1987.0,4.0,165.0,3
2804,Hebbal,1299.0,2.0,100.0,2
2805,Hebbal,1200.0,2.0,60.0,2
2806,Hebbal,1645.0,3.0,117.0,3
2807,Hebbal,1390.0,2.0,95.0,2
2808,Hebbal,1333.0,2.0,100.0,2
2810,Hebbal,2650.0,4.0,199.0,3
2811,Hebbal,1800.0,3.0,140.0,3
2813,Hebbal,2470.0,4.0,203.0,4
2814,Hebbal,1255.0,2.0,95.0,3
2815,Hebbal,1333.0,2.0,104.0,2
2816,Hebbal,1645.0,3.0,117.0,3
2817,Hebbal,2600.0,3.0,199.0,3
2818,Hebbal,1345.0,2.0,97.0,2
2820,Hebbal,985.0,2.0,62.0,2
2821,Hebbal,1320.0,2.0,91.0,2
2822,Hebbal,2388.0,3.0,195.0,3
2823,Hebbal,1040.0,2.0,55.0,2
2825,Hebbal,2600.0,3.0,195.0,3
2826,Hebbal,2630.0,5.0,188.0,4
2828,Hebbal,1645.0,3.0,113.0,3
2830,Hebbal,1420.0,2.0,99.39,2
2832,Hebbal,3520.0,5.0,320.0,3
2833,Hebbal,1162.0,2.0,69.0,2
2834,Hebbal,1100.0,2.0,60.0,2
2835,Hebbal,4235.0,5.0,364.0,4
2836,Hebbal,1299.0,2.0,97.0,2
2838,Hebbal,2470.0,5.0,192.0,4
2839,Hebbal,1645.0,3.0,117.0,3
2840,Hebbal,1920.0,3.0,134.0,3
2841,Hebbal,3520.0,5.0,240.0,3
2842,Hebbal,1920.0,3.0,150.0,3
2843,Hebbal,2375.0,4.0,189.0,4
2844,Hebbal,1420.0,2.0,99.26,2
2845,Hebbal,1252.0,2.0,92.0,2
2847,Hebbal,1162.0,2.0,59.0,2
2848,Hebbal,1294.0,2.0,115.0,2
2849,Hebbal,4225.0,6.0,359.0,4
2850,Hebbal,1150.0,2.0,57.0,2
2851,Hebbal,1740.0,2.0,137.0,3
2853,Hebbal,1662.0,3.0,155.0,3
2854,Hebbal,2250.0,3.0,219.0,3
2855,Hebbal,1349.0,2.0,98.0,2
2856,Hebbal,4000.0,6.0,370.0,4
2857,Hebbal,1349.0,2.0,96.8,2
2858,Hebbal Kempapura,1700.0,3.0,155.0,3
2859,Hebbal Kempapura,1800.0,3.0,175.0,3
2860,Hebbal Kempapura,2900.0,4.0,300.0,3
2861,Hebbal Kempapura,3522.0,3.0,380.0,3
2862,Hebbal Kempapura,2280.0,5.0,200.0,5
2863,Hebbal Kempapura,1200.0,2.0,125.0,2
2864,Hebbal Kempapura,2900.0,4.0,240.0,3
2866,Hebbal Kempapura,1300.0,2.0,102.0,2
2867,Hebbal Kempapura,1466.0,2.0,140.0,3
2869,Hebbal Kempapura,1725.0,2.0,165.0,3
2870,Hebbal Kempapura,1200.0,3.0,125.0,3
2871,Hebbal Kempapura,3408.0,3.0,260.0,3
2872,Hebbal Kempapura,1485.0,3.0,132.0,2
2873,Hebbal Kempapura,1400.0,2.0,108.0,2
2874,Hebbal Kempapura,1800.0,3.0,150.0,3
2875,Hebbal Kempapura,2400.0,5.0,200.0,5
2876,Hebbal Kempapura,2800.0,5.0,220.0,5
2877,Hebbal Kempapura,1785.0,3.0,165.0,3
2878,Hebbal Kempapura,3729.0,4.0,384.0,4
2879,Hebbal Kempapura,1600.0,3.0,170.0,3
2880,Hebbal Kempapura,1730.0,3.0,175.0,3
2882,Hegde Nagar,1569.0,3.0,101.0,3
2883,Hegde Nagar,3000.0,7.0,210.0,6
2884,Hegde Nagar,2026.0,3.0,132.0,3
2885,Hegde Nagar,1801.0,3.0,115.0,3
2886,Hegde Nagar,1050.0,1.0,56.0,2
2887,Hegde Nagar,1341.0,2.0,97.0,2
2888,Hegde Nagar,2112.95,4.0,145.0,3
2889,Hegde Nagar,1200.0,4.0,83.0,4
2890,Hegde Nagar,1703.0,3.0,113.0,3
2891,Hegde Nagar,1570.0,3.0,105.0,3
2892,Hegde Nagar,1801.0,3.0,140.0,3
2893,Hegde Nagar,1584.01,3.0,103.0,3
2894,Hegde Nagar,1965.0,4.0,125.0,3
2895,Hegde Nagar,1200.0,2.0,75.0,2
2896,Hegde Nagar,1847.0,3.0,135.0,3
2897,Hegde Nagar,1965.0,4.0,132.0,3
2898,Hegde Nagar,1703.0,3.0,125.0,3
2899,Hegde Nagar,1847.0,3.0,125.0,3
2900,Hegde Nagar,2144.6,4.0,145.0,3
2901,Hegde Nagar,1718.0,3.0,119.0,3
2902,Hegde Nagar,1847.0,3.0,123.0,3
2903,Hegde Nagar,1340.0,2.0,72.0,2
2904,Hegde Nagar,2087.01,3.0,115.0,3
2905,Hegde Nagar,1703.0,3.0,130.0,3
2906,Hegde Nagar,2087.01,4.0,135.0,3
2907,Hegde Nagar,1718.0,3.0,130.0,3
2908,Hegde Nagar,1884.0,4.0,118.0,3
2909,Hegde Nagar,1930.0,4.0,122.0,3
2910,Hegde Nagar,1584.01,3.0,104.0,3
2911,Hegde Nagar,1168.0,2.0,68.0,3
2912,Hegde Nagar,2162.03,4.0,129.0,3
2913,Hegde Nagar,2087.01,4.0,160.0,3
2914,Hegde Nagar,1000.0,2.0,66.0,2
2915,Hegde Nagar,1348.0,2.0,80.5,3
2916,Hennur,1075.0,2.0,52.0,2
2917,Hennur,1255.0,2.0,52.32,2
2918,Hennur,1225.0,2.0,57.0,2
2919,Hennur,1255.0,2.0,57.5,2
2920,Hennur,1259.0,2.0,57.0,2
2921,Hennur,1255.0,2.0,53.5,2
2922,Hennur,1285.0,2.0,60.0,2
2923,Hennur,1285.0,2.0,60.0,2
2924,Hennur,1100.0,2.0,60.0,2
2925,Hennur,1231.0,2.0,48.0,2
2926,Hennur,1255.0,2.0,58.0,2
2927,Hennur,1040.0,2.0,42.12,2
2928,Hennur,1255.0,2.0,54.5,2
2929,Hennur,1041.0,2.0,40.6,2
2931,Hennur,1255.0,2.0,55.5,2
2933,Hennur,1231.0,2.0,50.0,2
2934,Hennur,2500.0,5.0,125.0,5
2935,Hennur,1160.0,2.0,49.0,2
2936,Hennur,2400.0,3.0,135.0,3
2937,Hennur,1255.0,2.0,53.5,2
2938,Hennur,1255.0,2.0,55.5,2
2939,Hennur,1100.0,2.0,44.55,2
2940,Hennur,1255.0,2.0,57.5,2
2941,Hennur,960.0,2.0,48.0,2
2942,Hennur,1020.0,2.0,48.0,2
2943,Hennur,1255.0,2.0,52.32,2
2944,Hennur,1295.0,2.0,64.0,2
2945,Hennur,1935.0,3.0,102.0,3
2947,Hennur,1345.0,2.0,69.0,3
2948,Hennur,1255.0,2.0,58.0,2
2949,Hennur,1420.0,2.0,62.0,2
2950,Hennur,1155.0,2.0,54.5,2
2951,Hennur,1255.0,2.0,52.32,2
2952,Hennur,1255.0,2.0,52.35,2
2955,Hennur,1255.0,2.0,54.5,2
2956,Hennur,1830.0,2.0,113.0,3
2957,Hennur,1830.5,3.0,84.205,3
2958,Hennur,1255.0,2.0,55.5,2
2959,Hennur,1255.0,2.0,53.57,2
2960,Hennur,1255.0,2.0,56.5,2
2961,Hennur,1050.0,2.0,42.73,2
2962,Hennur,1295.0,2.0,62.0,2
2963,Hennur Road,2089.0,3.0,140.0,3
2964,Hennur Road,3203.5,2.0,224.5,4
2965,Hennur Road,5000.0,8.0,250.0,8
2966,Hennur Road,1385.0,2.0,83.09,2
2967,Hennur Road,1317.5,2.0,63.77,2
2969,Hennur Road,2264.0,3.0,159.0,3
2970,Hennur Road,1157.0,2.0,84.0,2
2971,Hennur Road,1904.0,3.0,120.0,3
2972,Hennur Road,1891.0,3.0,109.0,3
2973,Hennur Road,1561.0,3.0,95.0,3
2975,Hennur Road,2060.0,3.0,149.0,3
2976,Hennur Road,1482.0,2.0,92.0,3
2977,Hennur Road,1232.0,2.0,89.0,2
2978,Hennur Road,1065.0,2.0,42.6,2
2980,Hennur Road,1482.0,2.0,87.0,3
2981,Hennur Road,1891.0,3.0,139.0,3
2982,Hennur Road,1703.0,3.0,101.0,3
2983,Hennur Road,1232.0,2.0,69.61,2
2984,Hennur Road,987.0,2.0,49.0,2
2986,Hennur Road,2160.0,3.0,160.0,3
2988,Hennur Road,1680.0,3.0,99.27,3
2989,Hennur Road,1065.0,2.0,42.6,2
2990,Hennur Road,1385.0,2.0,83.09,2
2992,Hennur Road,2350.0,3.0,174.0,3
2993,Hennur Road,1586.0,3.0,93.94,3
2994,Hennur Road,1975.0,3.0,123.0,3
2996,Hennur Road,1290.0,2.0,94.5,3
2997,Hennur Road,901.0,2.0,49.5,2
2998,Hennur Road,1445.0,3.0,86.56,3
2999,Hennur Road,1482.0,2.0,97.0,3
3000,Hennur Road,1182.0,2.0,82.5,2
3002,Hennur Road,1036.0,2.0,59.46,2
3003,Hennur Road,1891.0,3.0,109.0,3
3004,Hennur Road,1232.0,2.0,69.61,2
3006,Hennur Road,2320.0,3.0,170.0,3
3007,Hennur Road,1936.0,3.0,118.0,3
3008,Hennur Road,1480.0,2.0,65.0,2
3009,Hennur Road,1590.0,3.0,96.5,3
3010,Hennur Road,1445.0,2.0,105.0,3
3011,Hennur Road,1036.0,2.0,59.45,2
3012,Hennur Road,1832.0,3.0,125.0,3
3013,Hennur Road,1359.0,2.0,104.0,2
3014,Hennur Road,1341.0,2.0,75.76,2
3015,Hennur Road,1040.0,2.0,50.0,2
3017,Hennur Road,1414.0,2.0,84.18,2
3018,Hennur Road,1949.0,3.0,133.0,3
3019,Hennur Road,1232.0,2.0,89.0,2
3020,Hennur Road,1250.0,2.0,77.88,3
3021,Hennur Road,2502.0,4.0,180.0,4
3022,Hennur Road,1831.0,3.0,110.0,3
3023,Hennur Road,1232.0,2.0,87.0,2
3024,Hennur Road,1232.0,2.0,74.0,2
3025,Hennur Road,1232.0,2.0,66.0,2
3026,Hennur Road,1341.0,2.0,95.0,2
3028,Hennur Road,1232.0,2.0,88.0,2
3029,Hennur Road,2365.0,4.0,175.0,3
3030,Hennur Road,1310.0,2.0,66.0,2
3032,Hennur Road,1015.0,2.0,50.0,2
3034,Hennur Road,2264.0,3.0,168.0,3
3035,Hennur Road,2002.0,3.0,120.0,3
3036,Hennur Road,1232.0,2.0,69.6,2
3037,Hennur Road,1195.0,2.0,73.0,2
3038,Hennur Road,1020.0,2.0,47.0,2
3039,Hennur Road,5100.0,6.0,375.0,5
3040,Hennur Road,1061.0,2.0,54.92,2
3042,Hennur Road,1020.0,2.0,45.0,2
3043,Hennur Road,2041.0,3.0,128.0,3
3044,Hennur Road,1232.0,2.0,87.0,2
3045,Hennur Road,1066.0,2.0,52.23,2
3046,Hennur Road,973.0,2.0,56.0,2
3047,Hennur Road,1255.0,2.0,84.0,2
3048,Hennur Road,1232.0,2.0,83.0,2
3049,Hennur Road,1832.0,3.0,116.0,3
3050,Hennur Road,2050.0,3.0,120.0,3
3051,Hennur Road,1445.0,2.0,86.69,3
3052,Hennur Road,1445.0,2.0,83.0,3
3055,Hennur Road,1654.0,3.0,97.8,3
3056,Hennur Road,1480.0,3.0,100.0,3
3057,Hennur Road,1450.0,3.0,88.6,3
3058,Hennur Road,1155.0,2.0,69.18,2
3059,Hennur Road,1053.0,2.0,53.0,2
3060,Hennur Road,1195.0,2.0,59.0,2
3061,Hennur Road,1904.0,3.0,129.0,3
3062,Hennur Road,1981.0,3.0,134.0,3
3063,Hennur Road,1155.0,2.0,69.18,2
3065,Hennur Road,1590.0,3.0,105.0,3
3066,Hennur Road,2041.0,3.0,138.0,3
3067,Hennur Road,1100.0,2.0,78.0,3
3068,Hennur Road,1880.0,4.0,154.0,4
3069,Hennur Road,1232.0,2.0,69.61,2
3070,Hennur Road,1748.0,3.0,103.0,3
3071,Hennur Road,1460.0,2.0,80.3,2
3073,Hennur Road,1933.0,3.0,140.0,3
3074,Hennur Road,1030.0,2.0,46.5,2
3075,Hennur Road,1232.0,2.0,69.61,2
3077,Hennur Road,1445.0,2.0,89.56,3
3078,Hennur Road,973.0,2.0,50.74,2
3080,Hennur Road,1305.0,2.0,77.0,3
3082,Hennur Road,1165.0,2.0,67.0,2
3083,Hennur Road,980.0,2.0,51.0,2
3084,Hennur Road,1232.0,2.0,80.0,2
3085,Hennur Road,1085.0,2.0,43.4,2
3086,Hennur Road,950.0,2.0,55.0,2
3087,Hennur Road,1140.0,2.0,56.0,2
3088,Hennur Road,1891.0,3.0,110.0,3
3091,Hennur Road,1165.0,2.0,52.0,2
3092,Hennur Road,1450.0,2.0,80.0,2
3093,Hennur Road,1155.0,2.0,69.18,2
3094,Hennur Road,1936.0,3.0,131.0,3
3095,Hoodi,985.0,2.0,67.0,2
3098,Hoodi,1425.0,2.0,80.0,2
3099,Hoodi,1420.0,2.0,75.0,2
3100,Hoodi,1639.0,3.0,110.0,3
3102,Hoodi,1639.0,3.0,98.32,3
3106,Hoodi,1026.0,2.0,60.87,2
3107,Hoodi,1050.0,2.0,50.0,2
3108,Hoodi,1400.0,2.0,78.0,2
3109,Hoodi,2400.0,5.0,160.0,5
3110,Hoodi,1196.0,2.0,71.74,2
3112,Hoodi,1500.0,2.0,84.0,2
3113,Hoodi,1055.0,2.0,57.63,2
3114,Hoodi,1925.0,2.0,114.0,3
3115,Hoodi,1400.0,2.0,82.0,2
3117,Hoodi,706.0,1.0,48.24,1
3118,Hoodi,1257.0,2.0,69.0,2
3119,Hoodi,1132.0,2.0,67.9,2
3120,Hoodi,1925.0,3.0,110.0,3
3122,Hoodi,1257.0,2.0,71.03,2
3123,Hoodi,1305.0,2.0,75.0,2
3125,Hoodi,1240.0,2.0,65.0,2
3127,Hoodi,1108.0,2.0,74.23,2
3128,Hoodi,1257.0,2.0,68.5,2
3129,Hoodi,1000.0,2.0,48.0,2
3130,Hoodi,1063.0,2.0,61.17,2
3131,Hoodi,1259.0,2.0,69.45,2
3132,Hoodi,711.0,1.0,42.65,1
3134,Hoodi,863.0,1.0,40.55,1
3135,Hoodi,1715.0,2.0,100.0,3
3137,Hoodi,1447.0,3.0,76.0,2
3138,Hoodi,2144.0,3.0,140.0,3
3139,Hoodi,1108.0,2.0,66.46,2
3141,Hoodi,1837.0,3.0,110.0,3
3142,Hoodi,3385.0,4.0,220.0,4
3144,Hoodi,1181.0,2.0,55.0,2
3145,Hoodi,1490.0,3.0,85.0,3
3146,Hoodi,1258.5,2.0,59.135,2
3149,Horamavu 28.Mirjapur,1460.0,2.0,80.5,2
3150,Horamavu 28.Mirjapur,1156.0,2.0,46.0,2
3151,Horamavu 28.Mirjapur,1180.0,2.0,58.0,2
3152,Horamavu 28.Mirjapur,1307.0,2.0,51.6,2
3153,Horamavu 28.Mirjapur,3800.0,8.0,200.0,6
3154,Horamavu 28.Mirjapur,1357.0,2.0,54.0,2
3155,Horamavu 28.Mirjapur,925.0,2.0,38.0,2
3156,Horamavu 28.Mirjapur,1272.0,2.0,48.0,2
3157,Horamavu 28.Mirjapur,1225.0,2.0,49.5,2
3158,Horamavu 28.Mirjapur,1272.0,2.0,51.5,2
3159,Horamavu 28.Mirjapur,1272.0,2.0,51.5,2
3160,Horamavu 28.Mirjapur,1156.0,2.0,46.9,2
3161,Horamavu 28.Mirjapur,1200.0,2.0,45.0,2
3162,Horamavu 28.Mirjapur,1254.0,2.0,47.0,2
3163,Horamavu 28.Mirjapur,1610.0,3.0,68.0,3
3164,Horamavu 28.Mirjapur,1210.0,2.0,50.0,2
3165,Horamavu 28.Mirjapur,1357.0,2.0,54.0,2
3166,Horamavu 28.Mirjapur,1272.0,2.0,50.0,2
3167,Horamavu 28.Mirjapur,1200.0,2.0,45.0,2
3168,Horamavu 28.Mirjapur,1025.0,2.0,45.0,2
3169,Horamavu 28.Mirjapur,1081.0,2.0,52.0,2
3170,Horamavu 28.Mirjapur,1000.0,2.0,50.0,2
3171,Horamavu Agara,1200.0,2.0,45.0,2
3172,Horamavu Agara,1560.0,3.0,75.0,3
3173,Horamavu Agara,755.0,2.0,37.49,2
3174,Horamavu Agara,982.0,2.0,47.65,2
3175,Horamavu Agara,1650.0,2.0,75.0,3
3176,Horamavu Agara,950.0,2.0,39.0,2
3177,Horamavu Agara,1756.0,3.0,92.0,3
3178,Horamavu Agara,1106.0,2.0,43.09,2
3179,Horamavu Agara,1079.0,2.0,41.0,2
3180,Horamavu Agara,1265.0,2.0,65.0,3
3181,Horamavu Agara,1060.0,2.0,37.0,2
3182,Horamavu Agara,1107.83,2.0,41.51,2
3183,Horamavu Agara,980.0,2.0,38.19,2
3184,Horamavu Agara,1250.0,3.0,65.0,3
3185,Horamavu Agara,1145.0,2.0,41.21,2
3186,Horamavu Agara,2400.0,3.0,80.0,5
3187,Horamavu Agara,1000.0,2.0,46.0,2
3188,Horamavu Agara,760.0,2.0,37.49,2
3189,Horamavu Agara,1150.0,2.0,42.0,2
3191,Horamavu Agara,750.0,2.0,37.49,2
3192,Horamavu Agara,625.0,1.0,27.0,1
3193,Horamavu Agara,1080.0,2.0,38.0,2
3194,Horamavu Agara,994.0,2.0,42.28,2
3195,Horamavu Agara,1107.83,2.0,41.51,2
3197,Horamavu Agara,1090.0,2.0,46.0,2
3198,Horamavu Agara,1400.0,3.0,63.0,3
3199,Horamavu Agara,1557.0,3.0,70.0,3
3200,Horamavu Agara,1058.0,2.0,47.0,2
3201,Hormavu,1500.0,2.0,78.0,2
3202,Hormavu,1150.0,2.0,55.0,2
3204,Hormavu,1180.0,2.0,50.0,2
3205,Hormavu,1200.0,2.0,67.0,2
3206,Hormavu,1200.0,3.0,70.0,2
3207,Hormavu,1175.0,2.0,52.0,2
3208,Hormavu,1351.0,2.0,53.0,1
3209,Hormavu,1141.0,2.0,44.4,2
3210,Hormavu,1130.0,2.0,42.3,2
3212,Hormavu,1725.0,3.0,85.0,3
3213,Hormavu,1153.0,2.0,65.0,2
3214,Hormavu,1150.0,2.0,53.11,2
3215,Hormavu,1123.0,2.0,56.0,2
3216,Hormavu,1385.0,2.0,69.0,3
3218,Hormavu,1030.0,2.0,49.35,2
3219,Hormavu,1018.0,2.0,50.8,2
3220,Hormavu,1555.0,3.0,75.0,3
3221,Hormavu,1143.0,2.0,53.0,2
3222,Hormavu,1100.0,2.0,38.0,2
3223,Hormavu,1000.0,2.0,50.0,2
3224,Hormavu,1200.0,2.0,68.0,2
3226,Hormavu,1200.0,2.0,68.0,2
3227,Hormavu,765.0,2.0,37.49,2
3229,Hormavu,1081.5,2.0,38.665,2
3230,Hormavu,1250.0,2.0,60.0,2
3231,Hormavu,965.0,2.0,37.15,2
3232,Hormavu,583.0,1.0,28.275,1
3233,Hormavu,1129.0,2.0,44.0,2
3234,Hormavu,1385.0,2.0,69.25,3
3235,Hormavu,1165.0,2.0,40.0,2
3236,Hormavu,1065.0,2.0,50.92,2
3237,Hormavu,1046.0,2.0,60.0,2
3238,Hormavu,1400.0,2.0,75.0,2
3239,Hormavu,1365.0,2.0,65.0,3
3240,Hormavu,1196.0,2.0,44.8,2
3241,Hormavu,1263.0,2.0,47.36,2
3242,Hormavu,1015.0,2.0,39.08,2
3244,Hormavu,1200.0,2.0,73.0,2
3245,Hormavu,1250.0,2.0,65.0,2
3247,Hormavu,1075.0,2.0,53.7,2
3248,Hormavu,980.0,2.0,42.0,2
3249,Hormavu,1075.0,2.0,53.7,2
3250,Hormavu,2282.0,4.0,115.0,4
3251,Hormavu,1206.0,2.0,55.0,2
3252,Hormavu,1310.0,2.0,67.0,2
3253,Hormavu,1310.0,2.0,60.0,2
3254,Hormavu,1020.0,2.0,45.75,2
3255,Hormavu,1210.0,2.0,69.0,2
3256,Hosa Road,1652.0,3.0,85.0,3
3258,Hosa Road,1161.0,2.0,55.15,2
3260,Hosa Road,1161.0,2.0,55.15,2
3261,Hosa Road,1365.0,2.0,92.0,2
3262,Hosa Road,1243.0,2.0,48.5,2
3264,Hosa Road,1332.0,2.0,86.12,3
3265,Hosa Road,615.0,1.0,28.29,1
3266,Hosa Road,1318.0,2.0,85.28,3
3267,Hosa Road,1133.0,2.0,52.0,2
3268,Hosa Road,1016.0,2.0,40.0,2
3269,Hosa Road,972.0,2.0,40.0,2
3270,Hosa Road,1161.0,2.0,55.15,2
3271,Hosa Road,1532.0,3.0,98.13,3
3272,Hosa Road,1680.0,3.0,101.0,3
3273,Hosa Road,880.0,2.0,50.0,2
3274,Hosa Road,1533.0,3.0,98.18,3
3275,Hosa Road,1040.0,2.0,68.59,2
3276,Hosa Road,1040.0,2.0,61.0,2
3278,Hosa Road,1245.0,2.0,62.0,2
3279,Hosa Road,1311.0,2.0,84.86,3
3280,Hosa Road,800.0,1.0,39.99,1
3282,Hosa Road,1364.0,2.0,64.79,2
3283,Hosa Road,1016.0,2.0,45.0,2
3285,Hosa Road,1360.0,2.0,77.61,2
3286,Hosa Road,1170.0,2.0,65.0,2
3287,Hosa Road,1161.0,2.0,55.15,2
3288,Hosa Road,1470.0,2.0,84.22,3
3290,Hosa Road,1161.0,2.0,48.75,2
3292,Hosa Road,1016.0,2.0,39.95,2
3293,Hosakerehalli,2378.0,3.0,262.0,3
3294,Hosakerehalli,2376.0,3.0,203.0,3
3295,Hosakerehalli,3205.0,5.0,380.0,4
3297,Hosakerehalli,3024.0,5.0,350.0,4
3298,Hosakerehalli,2400.0,5.0,250.0,5
3299,Hosakerehalli,1817.0,4.0,153.0,3
3300,Hosakerehalli,1304.0,2.0,100.0,2
3301,Hosakerehalli,2480.0,3.0,245.0,3
3302,Hosakerehalli,925.0,2.0,46.5,2
3303,Hosakerehalli,2480.0,4.0,260.0,3
3304,Hosakerehalli,1596.0,3.0,79.8,3
3305,Hosakerehalli,1200.0,2.0,100.0,3
3306,Hosakerehalli,3205.0,4.0,300.0,4
3307,Hosakerehalli,3033.0,4.0,326.0,4
3308,Hosakerehalli,600.0,2.0,65.0,2
3309,Hosakerehalli,2480.0,4.0,265.0,3
3310,Hosakerehalli,925.0,2.0,46.25,2
3311,Hosakerehalli,2376.0,3.0,240.0,3
3312,Hosakerehalli,1500.0,6.0,145.0,5
3313,Hoskote,1250.0,3.0,50.0,3
3314,Hoskote,1225.0,3.0,40.0,3
3315,Hoskote,1740.0,3.0,60.0,3
3316,Hoskote,1170.0,2.0,45.0,2
3318,Hoskote,1200.0,3.0,57.0,3
3319,Hoskote,1069.0,2.0,38.0,3
3320,Hoskote,1095.0,2.0,33.6,2
3322,Hoskote,1065.0,2.0,31.5,2
3323,Hoskote,1395.0,2.0,63.0,3
